cast_set_num,director_name,director_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,cast_total_facebook_likes
CS370,Peter Jackson,0,Christopher Lee,16000,Orlando Bloom,5000,Billy Boyd,857,22342
CS371,Frank Coraci,153,Jim Broadbent,1000,Steve Coogan,1000,Cécile De France,447,3175
CS372,Michael Mann,0,Will Smith,10000,Jada Pinkett Smith,851,Joe Morton,780,14196
CS373,Bo Welch,34,Sean Hayes,760,Kelly Preston,743,Spencer Breslin,434,2762
CS374,Alex Proyas,295,Will Smith,10000,Bruce Greenwood,981,Chi McBride,466,12068
CS375,Ridley Scott,0,Liam Neeson,14000,Orlando Bloom,5000,Philip Glenister,195,19600
CS376,Rob Minkoff,50,Chazz Palminteri,979,Nathan Lane,886,Jeffrey Jones,692,3382
CS377,Ron Clements,63,Oprah Winfrey,852,Jenifer Lewis,578,Anika Noni Rose,525,2480
CS378,Ridley Scott,0,Matt Damon,13000,Donald Glover,801,Benedict Wong,372,14831
CS379,Christopher Barnard,0,Mathew Buck,5,,,,,5
CS380,Michael Bay,0,Scarlett Johansson,19000,Steve Buscemi,12000,Djimon Hounsou,3000,34839
CS381,Peter Chelsom,23,Del Zamora,752,Warren Beatty,631,Garry Shandling,591,3133
CS382,Dominic Sena,57,Nicolas Cage,12000,Angelina Jolie Pitt,11000,Robert Duvall,3000,29069
CS383,Ridley Scott,0,Djimon Hounsou,3000,Connie Nielsen,933,Oliver Reed,695,6521
CS384,Steven Spielberg,14000,Tom Cruise,10000,Frank Grillo,798,Jessica Capshaw,533,12546
CS385,Chris Columbus,0,Daniel Radcliffe,11000,Rupert Grint,10000,Emma Watson,9000,35672
CS386,Martin Campbell,258,Eva Green,6000,Tobias Menzies,1000,Ivana Milicevic,834,9125
CS387,Tim Burton,13000,Cary-Hiroyuki Tagawa,1000,Estella Warren,658,Erick Avari,567,2776
CS388,James Cameron,0,Joe Morton,780,Jenette Goldstein,604,S. Epatha Merkerson,539,2829
CS389,Michael Mann,0,Johnny Depp,40000,Christian Bale,23000,Stephen Graham,1000,64599
CS390,Ridley Scott,0,Denzel Washington,18000,Ruby Dee,782,RZA,561,20354
CS391,James Cameron,0,Jamie Lee Curtis,2000,Tia Carrere,1000,Tom Arnold,618,4528
CS392,Tony Scott,12000,Denzel Washington,18000,Ramon Rodriguez,464,Michael Rispoli,385,19906
CS393,Paul Weitz,80,Robert De Niro,22000,Blythe Danner,713,Teri Polo,708,24082
CS394,Adam McKay,285,Dwayne Johnson,12000,Will Ferrell,8000,Derek Jeter,107,20233
CS395,Chuck Russell,55,Vanessa Williams,1000,James Coburn,773,Roma Maffia,383,3454
CS396,Quentin Tarantino,16000,Leonardo DiCaprio,29000,Christoph Waltz,11000,Ato Essandoh,265,40978
CS397,Gary Trousdale,21,Demi Moore,2000,Jason Alexander,700,Bill Fagerbakke,542,4842
CS398,Mark Dindal,10,Eartha Kitt,558,Wendie Malick,452,John Fiedler,253,2039
CS399,Simon West,165,Jason Statham,26000,Sylvester Stallone,13000,Bruce Willis,13000,57881
CS400,Jon Turteltaub,226,Nicolas Cage,12000,Armando Riesco,625,Annie Parisse,341,13679
CS401,Stefen Fangmeier,14,Djimon Hounsou,3000,Ed Speleers,762,Gary Lewis,203,4487
CS402,Spike Jonze,0,Catherine O'Hara,925,Ryan Corr,468,Max Records,279,1738
CS403,Joe Wright,456,Hugh Jackman,20000,Cara Delevingne,548,Nonso Anozie,394,21393
CS404,Chris Wedge,77,Josh Hutcherson,14000,Emma Kenney,151,Troy Evans,120,14552
CS405,Florian Henckel von Donnersmarck,207,Johnny Depp,40000,Angelina Jolie Pitt,11000,Rufus Sewell,3000,55175
CS406,Peter Hyams,0,CCH Pounder,1000,Mark Margolis,1000,Udo Kier,595,3903
CS407,Edward Zwick,380,Leonardo DiCaprio,29000,Djimon Hounsou,3000,Stephen Collins,452,33160
CS408,Martin Scorsese,17000,Leonardo DiCaprio,29000,Matthew McConaughey,11000,Jon Favreau,4000,46057
CS409,Joel Schumacher,541,Michael Gough,920,Rene Auberjonois,710,Debi Mazar,680,2880
CS410,Paul Verhoeven,719,Jake Busey,660,Patrick Muldoon,475,Seth Gilliam,423,2031
CS411,Tom Tykwer,670,Tom Hanks,15000,Jim Sturgess,5000,Jim Broadbent,1000,22686
CS412,Zack Snyder,0,Abbie Cornish,2000,Richard Roxburgh,653,Anthony LaPaglia,577,4286
CS413,Pitof,26,Frances Conroy,827,Christopher Heyerdahl,825,Alex Borstein,566,3144
CS414,Brett Ratner,420,Dwayne Johnson,12000,Rufus Sewell,3000,Ingrid Bolsø Berdal,467,16235
CS415,Ron Clements,63,Joseph Gordon-Levitt,23000,Martin Short,770,Michael Wincott,720,26940
CS416,Brad Silberling,52,Will Ferrell,8000,Anna Friel,735,Bobb'e J. Thompson,526,10552
CS417,Patrick Hughes,385,Jason Statham,26000,Sylvester Stallone,13000,Harrison Ford,11000,52610
CS418,Ericson Core,19,Ray Winstone,1000,Edgar Ramírez,897,Delroy Lindo,848,3962
CS419,Lawrence Guterman,6,Jamie Kennedy,490,Traylor Howard,294,Ben Stein,227,1195
CS420,Ron Howard,2000,Chris Hemsworth,26000,Benjamin Walker,911,Frank Dillane,571,28328
CS421,Ron Underwood,31,Rosario Dawson,3000,Randy Quaid,695,Burt Young,683,6161
CS422,Paul Greengrass,521,Matt Damon,13000,Sean Huze,537,Igal Naor,95,13761
CS423,Steve Martino,20,Francesca Capaldi,144,Venus Schultheis,42,Bill Melendez,36,309
CS424,David Mamet,342,Ben Gazzara,623,Felicity Huffman,508,Campbell Scott,393,1722
CS425,Stephen Sommers,208,Dwayne Johnson,12000,Brendan Fraser,3000,Patricia Velasquez,591,15972
CS426,Martin Scorsese,17000,Leonardo DiCaprio,29000,Liam Neeson,14000,Jim Broadbent,1000,47657
CS427,Yimou Zhang,611,Christian Bale,23000,Ni Ni,196,Shigeo Kobayashi,28,23240
CS428,Ash Brannon,9,Jeff Bridges,12000,Zooey Deschanel,11000,Jon Heder,970,25590
CS429,Frank Oz,0,Jon Lovitz,11000,Matthew Broderick,2000,Roger Bart,465,13748
CS430,Ridley Scott,0,Ioan Gruffudd,2000,Sam Shepard,820,Ewen Bremner,557,4270
CS431,Jay Roach,116,Will Ferrell,8000,Thomas Middleditch,331,Katherine LaNasa,329,9271
CS432,Luc Besson,0,Milla Jovovich,14000,Bruce Willis,13000,Gary Oldman,10000,39319
CS433,Michael Patrick King,127,Chris Noth,962,Liza Minnelli,740,Kristin Davis,722,4555
CS434,Bibo Bergeron,10,Frank Welker,2000,Rosie Perez,919,Elton John,442,3372
CS435,Steve Martino,20,Peter Dinklage,22000,Josh Gad,1000,Drake,916,25354
CS436,Kenneth Branagh,0,Hayley Atwell,2000,Derek Jacobi,520,Lily James,502,4671
CS437,Peter Jackson,0,Michael Imperioli,873,AJ Michalka,560,Tom McCarthy,310,2370
CS438,Andrew Stanton,475,Alexander Gould,1000,Stephen Root,939,Brad Garrett,799,5641
CS439,Peter Jackson,0,Orlando Bloom,5000,Billy Boyd,857,Bernard Hill,416,6434
CS440,Peter Jackson,0,Christopher Lee,16000,Orlando Bloom,5000,Billy Boyd,857,23052
CS441,Sergey Bodrov,44,Jeff Bridges,12000,Djimon Hounsou,3000,Olivia Williams,766,17098
CS442,Simon West,165,Angelina Jolie Pitt,11000,Noah Taylor,509,Chris Barrie,240,12150
CS443,Wally Pfister,0,Johnny Depp,40000,Morgan Freeman,11000,Clifton Collins Jr.,968,54031
CS444,Joe Johnston,394,Michael Jeter,693,Trevor Morgan,595,Alessandro Nivola,527,2574
CS445,Rupert Wyatt,81,James Franco,11000,David Oyelowo,1000,Tyler Labine,779,13118
CS446,Mark Waters,70,Martin Short,770,Tod Fennell,419,Joan Plowright,330,1614
CS447,John Moore,212,Bruce Willis,13000,Cole Hauser,787,Megalyn Echikunwoke,476,15481
CS448,John Lee Hancock,102,Dennis Quaid,2000,Marc Blucas,973,Jordi Mollà,877,5780
CS449,Brad Bird,663,Holly Hunter,1000,Craig T. Nelson,723,Lou Romano,55,1901
CS450,Renny Harlin,212,Christopher Masterson,1000,Frank Langella,903,Matthew Modine,810,3611
CS451,Chris Columbus,0,Logan Lerman,8000,Rosario Dawson,3000,Steve Coogan,1000,14024
CS452,Barry Sonnenfeld,188,Will Smith,10000,Rip Torn,826,Linda Fiorentino,602,12998
CS453,John Lasseter,487,Tom Hanks,15000,John Ratzenberger,1000,Wayne Knight,967,21275
CS454,Tony Scott,12000,Denzel Washington,18000,Rosario Dawson,3000,Ethan Suplee,1000,25780
CS455,Brett Ratner,420,Mei Melançon,191,John Lone,165,Harris Yulin,141,664
CS456,Robert Zemeckis,0,Harrison Ford,11000,Amber Valletta,627,Miranda Otto,568,12890
CS457,Phil Lord,97,Will Forte,622,Bobb'e J. Thompson,526,Al Roker,56,1227
CS458,Carlos Saldanha,107,Denis Leary,835,Maile Flanagan,256,Kelly Keaton,117,1258
CS459,Ben Stiller,0,Adam Scott,3000,Adrian Martinez,806,Joey Slotnick,423,5095
CS460,McG,368,Bill Murray,13000,LL Cool J,1000,Kelly Lynch,466,15419
CS461,Martin Scorsese,17000,Leonardo DiCaprio,29000,Matt Damon,13000,Ray Winstone,1000,45648
CS462,Tony Bancroft,7,Ming-Na Wen,2000,Harvey Fierstein,500,June Foray,484,4478
CS463,Ben Stiller,0,Robert Downey Jr.,21000,Steve Coogan,1000,Brandon T. Jackson,918,23484
CS464,David Fincher,21000,Robin Wright,18000,Goran Visnjic,1000,Joely Richardson,585,20388
CS465,John McTiernan,323,Bruce Willis,13000,Aldis Hodge,559,Kevin Chamberlin,489,14274
CS466,Guy Ritchie,0,Robert Downey Jr.,21000,Eddie Marsan,979,Robert Maillet,727,23996
CS467,Timur Bekmambetov,335,Morgan Freeman,11000,Ayelet Zurer,745,Moises Arias,635,13379
CS468,Gary Trousdale,21,Leonard Nimoy,12000,Jim Varney,802,Cree Summer,503,15237
CS469,Walt Becker,12,Bella Thorne,35000,Joshua Mikel,1000,Jesse McCartney,1000,38450
CS470,Bryan Singer,0,Tom Cruise,10000,Tom Wilkinson,1000,Thomas Kretschmann,919,14165
CS471,Dennis Dugan,221,Adam Sandler,11000,Sayed Badreya,600,Kevin Nealon,503,13446
CS472,Chris Columbus,0,Peter Dinklage,22000,Adam Sandler,11000,Josh Gad,1000,35367
CS473,Steven Spielberg,14000,Haley Joel Osment,3000,William Hurt,882,Kevin Sussman,681,6217
CS474,Rob Minkoff,50,Marsha Thomason,691,Rachael Harris,569,Marc John Jefferies,441,2622
CS475,Robert Zemeckis,0,Matthew McConaughey,11000,Tom Skerritt,1000,Larry King,135,12289
CS476,Paul Verhoeven,719,Greg Grunberg,833,Kim Dickens,624,Joey Slotnick,423,2356
CS477,Sydney Pollack,521,Curtiss Cook,591,George Harris,249,Michael Wright,249,2100
CS478,Thor Freudenthal,87,Logan Lerman,8000,Leven Rambin,956,Brandon T. Jackson,918,10882
CS479,Jan de Bont,101,Gerard Butler,18000,Angelina Jolie Pitt,11000,Djimon Hounsou,3000,33154
CS480,Jon M. Chu,209,Daniel Radcliffe,11000,Morgan Freeman,11000,Sanaa Lathan,886,23031
CS481,Phillip Noyce,176,Alun Armstrong,192,Michael Byrne,117,Velibor Topic,84,475
CS482,Tony Scott,12000,Brad Pitt,11000,Stephen Dillane,577,Catherine McCormack,307,12499
CS483,Brian De Palma,0,Don Cheadle,3000,Connie Nielsen,933,Kim Delaney,281,4902
CS484,Carlos Saldanha,107,Anne Hathaway,11000,Wanda Sykes,560,Will.i.am,350,12071
CS485,Chris Columbus,0,Robin Williams,49000,Oliver Platt,1000,John Michael Higgins,957,55254
CS486,Mick Jackson,81,Don Cheadle,3000,Anne Heche,643,Gaby Hoffmann,612,5062
CS487,Alan J. Pakula,79,Harrison Ford,11000,Brad Pitt,11000,Natascha McElhone,2000,26088
CS488,Kathryn Bigelow,0,Liam Neeson,14000,Christian Camargo,602,Lex Shrapnel,123,15149
CS489,Josh Trank,128,Tim Blake Nelson,596,Reg E. Cathey,360,Tim Heidecker,78,1261
CS490,John Milius,468,William Smith,919,Mako,691,Sandahl Bergman,183,2024
CS491,Ron Howard,2000,Paddy Considine,680,Bruce McGill,655,Rosemarie DeWitt,537,2523
CS492,Andrey Konchalovskiy,96,Shirley Henderson,887,Nathan Lane,886,Richard E. Grant,554,2728
CS493,Gary Ross,378,Jeff Bridges,12000,Michael Angarano,947,Michael O'Neill,599,13808
CS494,Jan de Bont,101,Philip Seymour Hoffman,22000,Alan Ruck,946,Jami Gertz,848,26239
CS495,Rob Cohen,357,Paul Walker,23000,Vin Diesel,14000,Jordana Brewster,4000,45327
CS496,Robert Zemeckis,0,Tom Hanks,15000,Paul Sanchez,410,Nick Searcy,272,15838
CS497,George Miller,750,Robin Williams,49000,Hugh Jackman,20000,Elizabeth Daily,971,70996
CS498,Paul Greengrass,521,Matt Damon,13000,Joan Allen,805,Oksana Akinshina,129,14161
CS499,Wolfgang Petersen,249,Harrison Ford,11000,Gary Oldman,10000,Dean Stockwell,936,23603
CS500,Steven Soderbergh,0,Brad Pitt,11000,Bernie Mac,1000,Elliott Gould,471,13028
CS501,Paul W.S. Anderson,545,Milla Jovovich,14000,Logan Lerman,8000,Orlando Bloom,5000,27694
CS502,Genndy Tartakovsky,266,Steve Buscemi,12000,Adam Sandler,11000,Jon Lovitz,11000,37142
CS503,Kevin Lima,36,Jeff Bennett,283,Teala Dunn,142,Fred Tatasciore,118,662
CS504,,,Caroline Dhavernas,544,Scott Thompson,183,Hettienne Park,148,996
CS505,Daniel Espinosa,79,Denzel Washington,18000,Ryan Reynolds,16000,Sam Shepard,820,36237
CS506,Kevin Lima,36,Ioan Gruffudd,2000,Eric Idle,795,Jim Carter,439,4182
CS507,Brett Ratner,420,Matthew Broderick,2000,Gabourey Sidibe,906,Judd Hirsch,535,3768
CS508,Nancy Meyers,278,Kate Winslet,14000,Rufus Sewell,3000,Sarah Parish,213,17423
CS509,Tony Scott,12000,Will Smith,10000,Jake Busey,660,Lisa Bonet,619,11951
CS510,Nancy Meyers,278,Meryl Streep,11000,Hunter Parrish,2000,Zoe Kazan,963,15226
CS511,Steven Soderbergh,0,Al Pacino,14000,Matt Damon,13000,Brad Pitt,11000,43499
CS512,Roger Allers,28,Jon Favreau,4000,Debra Messing,650,Jane Krakowski,624,6081
CS513,Neil Burger,168,Kate Winslet,14000,Theo James,5000,Mekhi Phifer,1000,22226
CS514,Jean-Jacques Annaud,218,Bob Hoskins,5000,Gabriel Thomson,35,Clemens Schick,29,5103
CS515,Peter Berg,532,Dwayne Johnson,12000,Rosario Dawson,3000,Ewen Bremner,557,16930
CS516,John McTiernan,323,F. Murray Abraham,670,Tom Noonan,442,Joan Plowright,330,2407
CS517,Rob Marshall,252,Li Gong,879,Mako,691,Karl Yune,210,2380
CS518,Justin Lin,681,Amber Stevens West,584,Zachery Ty Bryan,227,Nikki Griffin,159,1235
CS519,Sarah Smith,6,Jim Broadbent,1000,Imelda Staunton,579,Michael Palin,561,2707
CS520,Martin Brest,102,Anthony Hopkins,12000,Brad Pitt,11000,Jake Weber,551,23950
CS521,Andrew Davis,99,Raymond Cruz,672,Rick Worthy,174,Jsu Garcia,172,1460
CS522,Bob Fosse,189,Roy Scheider,813,Ben Vereen,388,Max Wright,87,1476
CS523,Tarsem Singh,763,Julia Roberts,8000,Nathan Lane,886,Danny Woodburn,809,11454
CS524,Edgar Wright,1000,Anna Kendrick,10000,Kieran Culkin,1000,Ellen Wong,719,12687
CS525,Jon Amiel,36,Glenn Morshower,894,Tchéky Karyo,345,Rekha Sharma,106,1439
CS526,Peter Segal,88,Larry Miller,611,Janet Jackson,592,Chris Elliott,571,2818
CS527,Raja Gosnell,67,Sarah Michelle Gellar,4000,Linda Cardellini,2000,Miguel A. Núñez Jr.,271,6355
CS528,Pete Travis,38,Wood Harris,409,Jason Cope,107,Rakie Ayola,20,578
CS529,Frank Coraci,153,Adam Sandler,11000,Cameron Monaghan,1000,Julie Kavner,233,12700
CS530,George A. Romero,0,Ted Danson,875,Hal Holbrook,826,Adrienne Barbeau,602,2662
CS531,Brad Peyton,62,Jack McBrayer,975,Sean Hayes,760,Katt Williams,615,3326
CS532,Doug Liman,218,Kristen Stewart,17000,Hayden Christensen,4000,Tom Hulce,521,21863
CS533,Guillermo del Toro,0,Seth MacFarlane,3000,Iván Kamarás,169,Brian Steele,160,3632
CS534,David Fincher,21000,Robert Downey Jr.,21000,Jake Gyllenhaal,15000,Anthony Edwards,495,36928
CS535,Roger Spottiswoode,55,Robert Duvall,3000,Michael Rapaport,975,Tony Goldwyn,956,5839
CS536,Tom Shadyac,293,Morgan Freeman,11000,Steve Carell,7000,Lisa Ann Walter,1000,21276
CS537,Sylvester Stallone,13000,Jason Statham,26000,Sylvester Stallone,13000,Jet Li,5000,46355
CS538,Brian De Palma,0,Tom Cruise,10000,Kristin Scott Thomas,1000,Vanessa Redgrave,898,12760
CS539,Gary Ross,378,Jennifer Lawrence,34000,Josh Hutcherson,14000,Anthony Reynolds,575,49942
CS540,Todd Phillips,480,Bradley Cooper,14000,Mason Lee,670,Mike Tyson,461,16143
CS541,Tim Burton,13000,Michael Gough,920,Vincent Schiavelli,811,Andrew Bryniarski,390,2899
CS542,Tim Johnson,12,Bruce Willis,13000,Steve Carell,7000,Catherine O'Hara,925,22813
CS543,Dean DeBlois,255,Tia Carrere,1000,Jason Scott Lee,533,David Ogden Stiers,443,3112
CS544,Gary Winick,56,Steve Buscemi,12000,Julia Roberts,8000,Oprah Winfrey,852,23907
CS545,Mimi Leder,75,Morgan Freeman,11000,Jon Favreau,4000,Robert Duvall,3000,22750
CS546,Dean Parisot,23,Bruce Willis,13000,Anthony Hopkins,12000,Garrick Hagon,110,25220
CS547,Peter Segal,88,Adam Sandler,11000,Steve Reevis,437,Dalip Singh,421,13693
CS548,Mike Mitchell,31,Amy Poehler,1000,Jesse McCartney,1000,Lauren Gottlieb,733,4073
CS549,Dennis Dugan,221,Steve Buscemi,12000,Adam Sandler,11000,Jon Lovitz,11000,39269
CS550,Peter Segal,88,Bill Murray,13000,Dwayne Johnson,12000,Anne Hathaway,11000,44798
CS551,Nancy Meyers,278,Keanu Reeves,18000,Jon Favreau,4000,Paul Michael Glaser,343,22679
CS552,Martin Scorsese,17000,Leonardo DiCaprio,29000,Joseph Sikora,223,Nellie Sciutto,163,29585
CS553,Seth Gordon,91,Jon Favreau,4000,Robert Duvall,3000,Katy Mixon,982,9913
CS554,Chris Wedge,77,Jim Broadbent,1000,Drew Carey,311,Paula Abdul,208,1804
CS555,John Woo,610,Nicolas Cage,12000,CCH Pounder,1000,Joan Allen,805,17087
CS556,Adam Shankman,163,Adam Sandler,11000,Carmen Electra,869,Kathryn Joosten,495,12831
CS557,Sam Mendes,0,Tom Hanks,15000,Jennifer Jason Leigh,1000,Liam Aiken,818,16828
CS558,Dennis Dugan,221,Adam Sandler,11000,Bailee Madison,3000,Kevin Nealon,503,16325
CS559,,,Elden Henson,577,Royce Johnson,4,Charlie Cox,0,581
CS560,Simon West,165,Steve Buscemi,12000,Monica Potter,878,Dave Chappelle,744,15362
CS561,D.J. Caruso,154,Rosario Dawson,3000,Ethan Embry,982,Cameron Boyce,915,5637
CS562,Anthony Minghella,333,Philip Seymour Hoffman,22000,Natalie Portman,20000,Charlie Hunnam,16000,61110
CS563,Albert Hughes,117,Denzel Washington,18000,Mila Kunis,15000,Gary Oldman,10000,44797
CS564,Les Mayfield,10,Robin Williams,49000,Jodi Benson,570,Sam Lloyd,159,50005
CS565,Jan de Bont,101,Liam Neeson,14000,Lili Taylor,960,Virginia Madsen,913,17786
CS566,Joe Pytka,30,Bill Murray,13000,Wayne Knight,967,Michael Jordan,366,15001
CS567,Shawn Levy,189,Roger Rees,1000,Henry Czerny,177,William Abadie,38,1267
CS568,Scott Derrickson,301,Keanu Reeves,18000,Jon Hamm,4000,Juan Riedinger,71,22194
CS569,Richard Donner,503,Julia Roberts,8000,Alex McArthur,137,Michael Potts,67,8355
CS570,David Ayer,452,Brad Pitt,11000,Logan Lerman,8000,Jim Parrack,697,20411
CS571,Ivan Reitman,425,Harrison Ford,11000,Anne Heche,643,Amy Sedaris,397,12729
CS572,Eric Brevig,40,Justin Timberlake,3000,Tom Cavanagh,642,Josh Robert Thompson,375,4394
CS573,Kelly Asbury,21,Matt Damon,13000,Charles Napier,503,Zahn McClarnon,495,14261
CS574,Frank Coraci,153,Rosario Dawson,3000,Leslie Bibb,1000,Nicholas Turturro,269,5392
CS575,Stephen Hopkins,81,Gary Oldman,10000,William Hurt,882,June Lockhart,427,12186
CS576,Jonathan Demme,438,Denzel Washington,18000,Dorian Missick,1000,Jose Pablo Cantillo,502,20056
CS577,Henry Jaglom,69,Vanessa Redgrave,898,Stephen Dillane,577,Michael Brandon,87,1753
CS578,Genndy Tartakovsky,266,Steve Buscemi,12000,Adam Sandler,11000,Fran Drescher,859,26839
CS579,,,Elizabeth Montgomery,1000,Agnes Moorehead,960,Dick York,474,2614
CS580,James Algar,11,Quincy Jones,340,Penn Jillette,243,Russi Taylor,62,814
CS581,Simon Wells,25,Mark Addy,891,Alan Young,639,Josh Stamberg,102,1919
CS582,Ron Underwood,31,Charlize Theron,9000,Mika Boorem,496,David Paymer,372,10731
CS583,Dominic Sena,57,Hugh Jackman,20000,Don Cheadle,3000,Sam Shepard,820,25942
CS584,Martin Campbell,258,Michael Emerson,2000,Nick Chinlund,277,Adrian Alonso,163,2864
CS585,Vincent Ward,25,Robin Williams,49000,Annabella Sciorra,448,Rosalind Chao,129,49631
CS586,Steven Brill,65,Adam Sandler,11000,Jon Lovitz,11000,Michael McKean,658,25190
CS587,Terry Gilliam,0,Matt Damon,13000,Heath Ledger,13000,Mackenzie Crook,871,27114
CS588,Tim Burton,13000,Natalie Portman,20000,Martin Short,770,Lukas Haas,733,22590
CS589,Lucile Hadzihalilovic,92,Nissim Renard,23,Roxane Duran,21,Julie-Marie Parmentier,8,54
CS590,Lee Tamahori,93,Anthony Hopkins,12000,Harold Perrineau,1000,Bart the Bear,904,14831
CS591,Jonathan Mostow,84,Bruce Willis,13000,Devin Ratray,1000,Boris Kodjoe,1000,18132
CS592,Roger Donaldson,79,Bruce Greenwood,981,Jon Foster,274,Bruce Thomas,183,1825
CS593,Rob Cohen,357,Sylvester Stallone,13000,Viggo Mortensen,10000,Amy Brenneman,366,25126
CS594,Barry Cook,43,Charlie Rowe,882,Tiya Sircar,396,Madison Rothschild,210,1971
CS595,Roger Christian,64,Richard Tyson,743,Michael Byrne,117,John Topor,41,971
CS596,Joe Dante,287,Brendan Fraser,3000,Jenna Elfman,739,Heather Locklear,695,5593
CS597,Rob Marshall,252,Fergie,529,Elio Germano,48,Andrea Di Stefano,30,619
CS598,Richard Donner,503,Paul Walker,23000,Gerard Butler,18000,Ethan Embry,982,43887
CS599,Kevin Costner,0,Olivia Williams,766,Brian Anthony Wilson,674,Larenz Tate,582,4346
CS600,George Miller,750,Adam Goldberg,1000,Elizabeth Daily,971,Glenne Headly,231,2521
CS601,Breck Eisner,42,Vin Diesel,14000,Joseph Gilgun,788,Lotte Verbeek,612,16922
CS602,Antony Hoffman,14,Bob Neill,2,Val Kilmer,0,Tom Sizemore,0,2
CS603,Luc Besson,0,Mia Farrow,563,Adam LeFevre,80,Penny Balfour,14,683
CS604,Jacques Perrin,63,Pedro Armendáriz Jr.,67,Jacques Perrin,63,Rie Miyazawa,7,152
CS605,Peter Hyams,0,David Oyelowo,1000,Catherine McCormack,307,Jemima Rooper,212,1890
CS606,Paul W.S. Anderson,545,Sasha Roiz,795,Currie Graham,172,Dylan Schombing,74,1099
CS607,Andrés Couturier,0,Sariann Monaco,163,David Hoffman,94,Ben Diskin,20,370
CS608,Ron Howard,2000,Adam Goldberg,1000,Austin Pendleton,592,Judd Hirsch,535,2827
CS609,Roger Allers,28,Matthew Broderick,2000,Nathan Lane,886,Niketa Calame,847,6458
CS610,Brad Peyton,62,Josh Hutcherson,14000,Dwayne Johnson,12000,Kristin Davis,722,27842
CS611,Cody Cameron,18,Will Forte,622,Khamani Griffin,161,Melissa Sturm,18,848
CS612,Brett Ratner,420,Philip Seymour Hoffman,22000,Anthony Hopkins,12000,Emily Watson,876,35867
CS613,Joe Johnston,394,J.K. Simmons,24000,Viggo Mortensen,10000,Peter Mensah,1000,36925
CS614,Dennis Dugan,221,Al Pacino,14000,Adam Sandler,11000,Tim Meadows,553,27405
CS615,John Singleton,309,Paul Walker,23000,Cole Hauser,787,Mo Gallini,771,25296
CS616,Mark Osborne,54,Jeff Bridges,12000,James Franco,11000,Mackenzie Foy,6000,30230
CS617,Oliver Hirschbiegel,101,Roger Rees,1000,Veronica Cartwright,422,Jeremy Northam,327,2323
CS618,Des McAnuff,5,Robert De Niro,22000,Janeane Garofalo,1000,Jonathan Winters,924,28050
CS619,Yarrow Cheney,11,Steve Coogan,1000,Eric Stonestreet,904,Albert Brooks,745,4782
CS620,Stephen Norrington,45,Jason Flemyng,1000,Max Ryan,872,Tony Curran,845,4714
CS621,Pierre Coffin,275,Steve Carell,7000,Miranda Cosgrove,2000,Steve Coogan,1000,11905
