cast_set_num,movie_title,actor_1_name,actor_2_name,actor_3_name,facenumber_in_poster
CS407,Blood Diamond ,Leonardo DiCaprio,Djimon Hounsou,Stephen Collins,0
CS408,The Wolf of Wall Street ,Leonardo DiCaprio,Matthew McConaughey,Jon Favreau,3
CS409,Batman Forever ,Michael Gough,Rene Auberjonois,Debi Mazar,4
CS410,Starship Troopers ,Jake Busey,Patrick Muldoon,Seth Gilliam,0
CS411,Cloud Atlas ,Tom Hanks,Jim Sturgess,Jim Broadbent,5
CS412,Legend of the Guardians: The Owls of Ga'Hoole ,Abbie Cornish,Richard Roxburgh,Anthony LaPaglia,1
CS413,Catwoman ,Frances Conroy,Christopher Heyerdahl,Alex Borstein,0
CS414,Hercules ,Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal,0
CS415,Treasure Planet ,Joseph Gordon-Levitt,Martin Short,Michael Wincott,0
CS416,Land of the Lost ,Will Ferrell,Anna Friel,Bobb'e J. Thompson,1
CS417,The Expendables 3 ,Jason Statham,Sylvester Stallone,Harrison Ford,15
CS418,Point Break ,Ray Winstone,Edgar Ramírez,Delroy Lindo,1
CS419,Son of the Mask ,Jamie Kennedy,Traylor Howard,Ben Stein,0
CS420,In the Heart of the Sea ,Chris Hemsworth,Benjamin Walker,Frank Dillane,0
CS421,The Adventures of Pluto Nash ,Rosario Dawson,Randy Quaid,Burt Young,1
CS422,Green Zone ,Matt Damon,Sean Huze,Igal Naor,1
CS423,The Peanuts Movie ,Francesca Capaldi,Venus Schultheis,Bill Melendez,0
CS424,The Spanish Prisoner ,Ben Gazzara,Felicity Huffman,Campbell Scott,0
CS425,The Mummy Returns ,Dwayne Johnson,Brendan Fraser,Patricia Velasquez,5
CS426,Gangs of New York ,Leonardo DiCaprio,Liam Neeson,Jim Broadbent,3
CS427,The Flowers of War ,Christian Bale,Ni Ni,Shigeo Kobayashi,2
CS428,Surf's Up ,Jeff Bridges,Zooey Deschanel,Jon Heder,0
CS429,The Stepford Wives ,Jon Lovitz,Matthew Broderick,Roger Bart,1
CS430,Black Hawk Down ,Ioan Gruffudd,Sam Shepard,Ewen Bremner,0
CS431,The Campaign ,Will Ferrell,Thomas Middleditch,Katherine LaNasa,0
CS432,The Fifth Element ,Milla Jovovich,Bruce Willis,Gary Oldman,2
CS433,Sex and the City 2 ,Chris Noth,Liza Minnelli,Kristin Davis,4
CS434,The Road to El Dorado ,Frank Welker,Rosie Perez,Elton John,1
CS435,Ice Age: Continental Drift ,Peter Dinklage,Josh Gad,Drake,0
CS436,Cinderella ,Hayley Atwell,Derek Jacobi,Lily James,1
CS437,The Lovely Bones ,Michael Imperioli,AJ Michalka,Tom McCarthy,1
CS438,Finding Nemo ,Alexander Gould,Stephen Root,Brad Garrett,0
CS439,The Lord of the Rings: The Return of the King ,Orlando Bloom,Billy Boyd,Bernard Hill,2
CS440,The Lord of the Rings: The Two Towers ,Christopher Lee,Orlando Bloom,Billy Boyd,1
CS441,Seventh Son ,Jeff Bridges,Djimon Hounsou,Olivia Williams,4
CS442,Lara Croft: Tomb Raider ,Angelina Jolie Pitt,Noah Taylor,Chris Barrie,1
CS443,Transcendence ,Johnny Depp,Morgan Freeman,Clifton Collins Jr.,1
CS444,Jurassic Park III ,Michael Jeter,Trevor Morgan,Alessandro Nivola,0
CS445,Rise of the Planet of the Apes ,James Franco,David Oyelowo,Tyler Labine,0
CS446,The Spiderwick Chronicles ,Martin Short,Tod Fennell,Joan Plowright,0
CS447,A Good Day to Die Hard ,Bruce Willis,Cole Hauser,Megalyn Echikunwoke,2
CS448,The Alamo ,Dennis Quaid,Marc Blucas,Jordi Mollà,0
CS449,The Incredibles ,Holly Hunter,Craig T. Nelson,Lou Romano,0
CS450,Cutthroat Island ,Christopher Masterson,Frank Langella,Matthew Modine,3
CS451,Percy Jackson & the Olympians: The Lightning Thief ,Logan Lerman,Rosario Dawson,Steve Coogan,0
CS452,Men in Black ,Will Smith,Rip Torn,Linda Fiorentino,0
CS453,Toy Story 2 ,Tom Hanks,John Ratzenberger,Wayne Knight,2
CS454,Unstoppable ,Denzel Washington,Rosario Dawson,Ethan Suplee,1
CS455,Rush Hour 2 ,Mei Melançon,John Lone,Harris Yulin,2
CS456,What Lies Beneath ,Harrison Ford,Amber Valletta,Miranda Otto,0
CS457,Cloudy with a Chance of Meatballs ,Will Forte,Bobb'e J. Thompson,Al Roker,1
CS458,Ice Age: Dawn of the Dinosaurs ,Denis Leary,Maile Flanagan,Kelly Keaton,0
CS459,The Secret Life of Walter Mitty ,Adam Scott,Adrian Martinez,Joey Slotnick,1
CS460,Charlie's Angels ,Bill Murray,LL Cool J,Kelly Lynch,0
CS461,The Departed ,Leonardo DiCaprio,Matt Damon,Ray Winstone,0
CS462,Mulan ,Ming-Na Wen,Harvey Fierstein,June Foray,0
CS463,Tropic Thunder ,Robert Downey Jr.,Steve Coogan,Brandon T. Jackson,3
CS464,The Girl with the Dragon Tattoo ,Robin Wright,Goran Visnjic,Joely Richardson,1
CS465,Die Hard with a Vengeance ,Bruce Willis,Aldis Hodge,Kevin Chamberlin,1
CS466,Sherlock Holmes ,Robert Downey Jr.,Eddie Marsan,Robert Maillet,3
CS467,Ben-Hur ,Morgan Freeman,Ayelet Zurer,Moises Arias,2
CS468,Atlantis: The Lost Empire ,Leonard Nimoy,Jim Varney,Cree Summer,0
CS469,Alvin and the Chipmunks: The Road Chip ,Bella Thorne,Joshua Mikel,Jesse McCartney,0
CS470,Valkyrie ,Tom Cruise,Tom Wilkinson,Thomas Kretschmann,0
CS471,You Don't Mess with the Zohan ,Adam Sandler,Sayed Badreya,Kevin Nealon,0
CS472,Pixels ,Peter Dinklage,Adam Sandler,Josh Gad,0
CS473,A.I. Artificial Intelligence ,Haley Joel Osment,William Hurt,Kevin Sussman,0
CS474,The Haunted Mansion ,Marsha Thomason,Rachael Harris,Marc John Jefferies,0
CS475,Contact ,Matthew McConaughey,Tom Skerritt,Larry King,2
CS476,Hollow Man ,Greg Grunberg,Kim Dickens,Joey Slotnick,0
CS477,The Interpreter ,Curtiss Cook,George Harris,Michael Wright,1
CS478,Percy Jackson: Sea of Monsters ,Logan Lerman,Leven Rambin,Brandon T. Jackson,0
CS479,Lara Croft Tomb Raider: The Cradle of Life ,Gerard Butler,Angelina Jolie Pitt,Djimon Hounsou,1
CS480,Now You See Me 2 ,Daniel Radcliffe,Morgan Freeman,Sanaa Lathan,6
CS481,The Saint ,Alun Armstrong,Michael Byrne,Velibor Topic,0
CS482,Spy Game ,Brad Pitt,Stephen Dillane,Catherine McCormack,2
CS483,Mission to Mars ,Don Cheadle,Connie Nielsen,Kim Delaney,0
CS484,Rio ,Anne Hathaway,Wanda Sykes,Will.i.am,0
CS485,Bicentennial Man ,Robin Williams,Oliver Platt,John Michael Higgins,0
CS486,Volcano ,Don Cheadle,Anne Heche,Gaby Hoffmann,0
CS487,The Devil's Own ,Harrison Ford,Brad Pitt,Natascha McElhone,0
CS488,K-19: The Widowmaker ,Liam Neeson,Christian Camargo,Lex Shrapnel,1
CS489,Fantastic Four ,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker,3
CS490,Conan the Barbarian ,William Smith,Mako,Sandahl Bergman,0
CS491,Cinderella Man ,Paddy Considine,Bruce McGill,Rosemarie DeWitt,0
CS492,The Nutcracker in 3D ,Shirley Henderson,Nathan Lane,Richard E. Grant,0
CS493,Seabiscuit ,Jeff Bridges,Michael Angarano,Michael O'Neill,0
CS494,Twister ,Philip Seymour Hoffman,Alan Ruck,Jami Gertz,0
CS495,The Fast and the Furious ,Paul Walker,Vin Diesel,Jordana Brewster,2
CS496,Cast Away ,Tom Hanks,Paul Sanchez,Nick Searcy,1
CS497,Happy Feet ,Robin Williams,Hugh Jackman,Elizabeth Daily,0
CS498,The Bourne Supremacy ,Matt Damon,Joan Allen,Oksana Akinshina,1
CS499,Air Force One ,Harrison Ford,Gary Oldman,Dean Stockwell,1
CS500,Ocean's Eleven ,Brad Pitt,Bernie Mac,Elliott Gould,4
CS501,The Three Musketeers ,Milla Jovovich,Logan Lerman,Orlando Bloom,8
CS502,Hotel Transylvania ,Steve Buscemi,Adam Sandler,Jon Lovitz,2
CS503,Enchanted ,Jeff Bennett,Teala Dunn,Fred Tatasciore,2
CS504,Hannibal             ,Caroline Dhavernas,Scott Thompson,Hettienne Park,1
CS505,Safe House ,Denzel Washington,Ryan Reynolds,Sam Shepard,1
CS506,102 Dalmatians ,Ioan Gruffudd,Eric Idle,Jim Carter,1
CS507,Tower Heist ,Matthew Broderick,Gabourey Sidibe,Judd Hirsch,5
CS508,The Holiday ,Kate Winslet,Rufus Sewell,Sarah Parish,3
CS509,Enemy of the State ,Will Smith,Jake Busey,Lisa Bonet,4
CS510,It's Complicated ,Meryl Streep,Hunter Parrish,Zoe Kazan,2
CS511,Ocean's Thirteen ,Al Pacino,Matt Damon,Brad Pitt,3
CS512,Open Season ,Jon Favreau,Debra Messing,Jane Krakowski,1
CS513,Divergent ,Kate Winslet,Theo James,Mekhi Phifer,2
CS514,Enemy at the Gates ,Bob Hoskins,Gabriel Thomson,Clemens Schick,1
CS515,The Rundown ,Dwayne Johnson,Rosario Dawson,Ewen Bremner,1
CS516,Last Action Hero ,F. Murray Abraham,Tom Noonan,Joan Plowright,1
CS517,Memoirs of a Geisha ,Li Gong,Mako,Karl Yune,1
CS518,The Fast and the Furious: Tokyo Drift ,Amber Stevens West,Zachery Ty Bryan,Nikki Griffin,5
CS519,Arthur Christmas ,Jim Broadbent,Imelda Staunton,Michael Palin,1
CS520,Meet Joe Black ,Anthony Hopkins,Brad Pitt,Jake Weber,0
CS521,Collateral Damage ,Raymond Cruz,Rick Worthy,Jsu Garcia,1
CS522,All That Jazz ,Roy Scheider,Ben Vereen,Max Wright,0
CS523,Mirror Mirror ,Julia Roberts,Nathan Lane,Danny Woodburn,1
CS524,Scott Pilgrim vs. the World ,Anna Kendrick,Kieran Culkin,Ellen Wong,0
CS525,The Core ,Glenn Morshower,Tchéky Karyo,Rekha Sharma,0
CS526,Nutty Professor II: The Klumps ,Larry Miller,Janet Jackson,Chris Elliott,1
CS527,Scooby-Doo ,Sarah Michelle Gellar,Linda Cardellini,Miguel A. Núñez Jr.,3
CS528,Dredd ,Wood Harris,Jason Cope,Rakie Ayola,0
CS529,Click ,Adam Sandler,Cameron Monaghan,Julie Kavner,1
CS530,Creepshow ,Ted Danson,Hal Holbrook,Adrienne Barbeau,0
CS531,Cats & Dogs: The Revenge of Kitty Galore ,Jack McBrayer,Sean Hayes,Katt Williams,0
CS532,Jumper ,Kristen Stewart,Hayden Christensen,Tom Hulce,0
CS533,Hellboy II: The Golden Army ,Seth MacFarlane,Iván Kamarás,Brian Steele,0
CS534,Zodiac ,Robert Downey Jr.,Jake Gyllenhaal,Anthony Edwards,0
CS535,The 6th Day ,Robert Duvall,Michael Rapaport,Tony Goldwyn,1
CS536,Bruce Almighty ,Morgan Freeman,Steve Carell,Lisa Ann Walter,1
CS537,The Expendables ,Jason Statham,Sylvester Stallone,Jet Li,9
CS538,Mission: Impossible ,Tom Cruise,Kristin Scott Thomas,Vanessa Redgrave,0
CS539,The Hunger Games ,Jennifer Lawrence,Josh Hutcherson,Anthony Reynolds,0
CS540,The Hangover Part II ,Bradley Cooper,Mason Lee,Mike Tyson,0
CS541,Batman Returns ,Michael Gough,Vincent Schiavelli,Andrew Bryniarski,0
CS542,Over the Hedge ,Bruce Willis,Steve Carell,Catherine O'Hara,1
CS543,Lilo & Stitch ,Tia Carrere,Jason Scott Lee,David Ogden Stiers,0
CS544,Charlotte's Web ,Steve Buscemi,Julia Roberts,Oprah Winfrey,0
CS545,Deep Impact ,Morgan Freeman,Jon Favreau,Robert Duvall,0
CS546,RED 2 ,Bruce Willis,Anthony Hopkins,Garrick Hagon,7
CS547,The Longest Yard ,Adam Sandler,Steve Reevis,Dalip Singh,11
CS548,Alvin and the Chipmunks: Chipwrecked ,Amy Poehler,Jesse McCartney,Lauren Gottlieb,0
CS549,Grown Ups 2 ,Steve Buscemi,Adam Sandler,Jon Lovitz,4
CS550,Get Smart ,Bill Murray,Dwayne Johnson,Anne Hathaway,1
CS551,Something's Gotta Give ,Keanu Reeves,Jon Favreau,Paul Michael Glaser,1
CS552,Shutter Island ,Leonardo DiCaprio,Joseph Sikora,Nellie Sciutto,0
CS553,Four Christmases ,Jon Favreau,Robert Duvall,Katy Mixon,2
CS554,Robots ,Jim Broadbent,Drew Carey,Paula Abdul,1
CS555,Face/Off ,Nicolas Cage,CCH Pounder,Joan Allen,0
CS556,Bedtime Stories ,Adam Sandler,Carmen Electra,Kathryn Joosten,0
CS557,Road to Perdition ,Tom Hanks,Jennifer Jason Leigh,Liam Aiken,0
CS558,Just Go with It ,Adam Sandler,Bailee Madison,Kevin Nealon,1
CS559,Daredevil             ,Elden Henson,Royce Johnson,Charlie Cox,0
CS560,Con Air ,Steve Buscemi,Monica Potter,Dave Chappelle,6
CS561,Eagle Eye ,Rosario Dawson,Ethan Embry,Cameron Boyce,3
CS562,Cold Mountain ,Philip Seymour Hoffman,Natalie Portman,Charlie Hunnam,3
CS563,The Book of Eli ,Denzel Washington,Mila Kunis,Gary Oldman,0
CS564,Flubber ,Robin Williams,Jodi Benson,Sam Lloyd,1
CS565,The Haunting ,Liam Neeson,Lili Taylor,Virginia Madsen,0
CS566,Space Jam ,Bill Murray,Wayne Knight,Michael Jordan,1
CS567,The Pink Panther ,Roger Rees,Henry Czerny,William Abadie,0
CS568,The Day the Earth Stood Still ,Keanu Reeves,Jon Hamm,Juan Riedinger,0
CS569,Conspiracy Theory ,Julia Roberts,Alex McArthur,Michael Potts,1
CS570,Fury ,Brad Pitt,Logan Lerman,Jim Parrack,4
CS571,Six Days Seven Nights ,Harrison Ford,Anne Heche,Amy Sedaris,2
CS572,Yogi Bear ,Justin Timberlake,Tom Cavanagh,Josh Robert Thompson,0
CS573,Spirit: Stallion of the Cimarron ,Matt Damon,Charles Napier,Zahn McClarnon,0
CS574,Zookeeper ,Rosario Dawson,Leslie Bibb,Nicholas Turturro,1
CS575,Lost in Space ,Gary Oldman,William Hurt,June Lockhart,0
CS576,The Manchurian Candidate ,Denzel Washington,Dorian Missick,Jose Pablo Cantillo,1
CS577,Déjà Vu ,Vanessa Redgrave,Stephen Dillane,Michael Brandon,0
CS578,Hotel Transylvania 2 ,Steve Buscemi,Adam Sandler,Fran Drescher,0
CS579,Bewitched             ,Elizabeth Montgomery,Agnes Moorehead,Dick York,1
CS580,Fantasia 2000 ,Quincy Jones,Penn Jillette,Russi Taylor,0
CS581,The Time Machine ,Mark Addy,Alan Young,Josh Stamberg,0
CS582,Mighty Joe Young ,Charlize Theron,Mika Boorem,David Paymer,0
CS583,Swordfish ,Hugh Jackman,Don Cheadle,Sam Shepard,4
CS584,The Legend of Zorro ,Michael Emerson,Nick Chinlund,Adrian Alonso,1
CS585,What Dreams May Come ,Robin Williams,Annabella Sciorra,Rosalind Chao,1
CS586,Little Nicky ,Adam Sandler,Jon Lovitz,Michael McKean,0
CS587,The Brothers Grimm ,Matt Damon,Heath Ledger,Mackenzie Crook,2
CS588,Mars Attacks! ,Natalie Portman,Martin Short,Lukas Haas,3
CS589,Evolution ,Nissim Renard,Roxane Duran,Julie-Marie Parmentier,0
CS590,The Edge ,Anthony Hopkins,Harold Perrineau,Bart the Bear,2
CS591,Surrogates ,Bruce Willis,Devin Ratray,Boris Kodjoe,5
CS592,Thirteen Days ,Bruce Greenwood,Jon Foster,Bruce Thomas,1
CS593,Daylight ,Sylvester Stallone,Viggo Mortensen,Amy Brenneman,0
CS594,Walking with Dinosaurs 3D ,Charlie Rowe,Tiya Sircar,Madison Rothschild,0
CS595,Battlefield Earth ,Richard Tyson,Michael Byrne,John Topor,0
CS596,Looney Tunes: Back in Action ,Brendan Fraser,Jenna Elfman,Heather Locklear,4
CS597,Nine ,Fergie,Elio Germano,Andrea Di Stefano,4
CS598,Timeline ,Paul Walker,Gerard Butler,Ethan Embry,0
CS599,The Postman ,Olivia Williams,Brian Anthony Wilson,Larenz Tate,1
CS600,Babe: Pig in the City ,Adam Goldberg,Elizabeth Daily,Glenne Headly,0
CS601,The Last Witch Hunter ,Vin Diesel,Joseph Gilgun,Lotte Verbeek,0
CS602,Red Planet ,Bob Neill,Val Kilmer,Tom Sizemore,1
CS603,Arthur and the Invisibles ,Mia Farrow,Adam LeFevre,Penny Balfour,0
CS604,Oceans ,Pedro Armendáriz Jr.,Jacques Perrin,Rie Miyazawa,0
CS605,A Sound of Thunder ,David Oyelowo,Catherine McCormack,Jemima Rooper,0
CS606,Pompeii ,Sasha Roiz,Currie Graham,Dylan Schombing,0
CS607,Top Cat Begins ,Sariann Monaco,David Hoffman,Ben Diskin,0
CS608,A Beautiful Mind ,Adam Goldberg,Austin Pendleton,Judd Hirsch,0
CS609,The Lion King ,Matthew Broderick,Nathan Lane,Niketa Calame,0
CS610,Journey 2: The Mysterious Island ,Josh Hutcherson,Dwayne Johnson,Kristin Davis,3
CS611,Cloudy with a Chance of Meatballs 2 ,Will Forte,Khamani Griffin,Melissa Sturm,0
CS612,Red Dragon ,Philip Seymour Hoffman,Anthony Hopkins,Emily Watson,0
CS613,Hidalgo ,J.K. Simmons,Viggo Mortensen,Peter Mensah,1
CS614,Jack and Jill ,Al Pacino,Adam Sandler,Tim Meadows,2
CS615,2 Fast 2 Furious ,Paul Walker,Cole Hauser,Mo Gallini,5
CS616,The Little Prince ,Jeff Bridges,James Franco,Mackenzie Foy,1
CS617,The Invasion ,Roger Rees,Veronica Cartwright,Jeremy Northam,2
CS618,The Adventures of Rocky & Bullwinkle ,Robert De Niro,Janeane Garofalo,Jonathan Winters,0
CS619,The Secret Life of Pets ,Steve Coogan,Eric Stonestreet,Albert Brooks,0
CS620,The League of Extraordinary Gentlemen ,Jason Flemyng,Max Ryan,Tony Curran,3
CS621,Despicable Me 2 ,Steve Carell,Miranda Cosgrove,Steve Coogan,0
CS622,Independence Day ,Will Smith,Adam Baldwin,Mary McDonnell,0
CS623,The Lost World: Jurassic Park ,Ariana Richards,Richard Schiff,Vanessa Lee Chester,0
CS624,Madagascar ,Jada Pinkett Smith,Cedric the Entertainer,Andy Richter,0
CS625,Children of Men ,Charlie Hunnam,Danny Huston,Rita Davies,0
CS626,X-Men ,Hugh Jackman,Tyler Mane,Bruce Davison,0
CS627,Wanted ,Angelina Jolie Pitt,Morgan Freeman,Common,0
CS628,The Rock ,Nicolas Cage,Michael Biehn,Bokeem Woodbine,1
CS629,Ice Age: The Meltdown ,Denis Leary,Ray Romano,Jay Leno,0
CS630,50 First Dates ,Adam Sandler,Peter Dante,Allen Covert,2
CS631,Hairspray ,Jerry Stiller,Elijah Kelley,Paul Dooley,9
CS632,Exorcist: The Beginning ,James D'Arcy,Alan Ford,Izabella Scorupco,0
CS633,Inspector Gadget ,Matthew Broderick,Rene Auberjonois,Rupert Everett,0
CS634,Now You See Me ,Morgan Freeman,Common,Michael Kelly,6
CS635,Grown Ups ,Steve Buscemi,Adam Sandler,Salma Hayek,4
CS636,The Terminal ,Tom Hanks,Chi McBride,Barry Shabaka Henley,0
CS637,Constantine             ,Harold Perrineau,Matt Ryan,Charles Halford,1
CS638,Hotel for Dogs ,Don Cheadle,Kevin Dillon,Yvette Nicole Brown,4
CS639,Vertical Limit ,Nicholas Lea,Scott Glenn,Ben Mendelsohn,0
CS640,Charlie Wilson's War ,Philip Seymour Hoffman,Tom Hanks,Jud Tylor,1
CS641,Shark Tale ,Robert De Niro,Martin Scorsese,Angelina Jolie Pitt,0
CS642,Dreamgirls ,Loretta Devine,Jennifer Hudson,Anika Noni Rose,0
CS643,Life             ,Adam Arkin,Brent Sexton,Damian Lewis,1
CS644,Be Cool ,Dwayne Johnson,Christina Milian,Debi Mazar,4
CS645,Munich ,Ayelet Zurer,Moritz Bleibtreu,Mathieu Amalric,0
CS646,Tears of the Sun ,Bruce Willis,Tom Skerritt,Cole Hauser,1
CS647,Killers ,Tom Selleck,Lisa Ann Walter,Catherine O'Hara,2
CS648,The Man from U.N.C.L.E. ,Henry Cavill,Elizabeth Debicki,Christian Berkel,2
CS649,Spanglish ,Adam Sandler,Paz Vega,Sarah Steele,2
CS650,Monster House ,Steve Buscemi,Jon Heder,Catherine O'Hara,0
CS651,Bandits ,Bruce Willis,Brían F. O'Byrne,Azura Skye,2
CS652,First Knight ,Julia Ormond,Ben Cross,John Gielgud,3
CS653,Anna and the King ,Bai Ling,Geoffrey Palmer,Randall Duk Kim,2
CS654,Immortals ,Henry Cavill,Daniel Sharman,Steve Byers,1
CS655,Hostage ,Jimmy Bennett,Bruce Willis,Ransford Doherty,0
CS656,Titan A.E. ,Matt Damon,Janeane Garofalo,Nathan Lane,0
CS657,Hollywood Homicide ,Harrison Ford,Bruce Greenwood,Lena Olin,2
CS658,Soldier ,Connie Nielsen,Sean Pertwee,Jason Scott Lee,1
CS659,Carriers ,Christopher Meloni,Kiernan Shipka,Lou Taylor Pucci,0
CS660,Monkeybone ,Brendan Fraser,Bridget Fonda,Megan Mullally,0
CS661,Flight of the Phoenix ,Dennis Quaid,Tony Curran,Miranda Otto,4
CS662,Unbreakable ,Robin Wright,Bruce Willis,Michael Kelly,0
CS663,Minions ,Steve Carell,Jon Hamm,Steve Coogan,0
CS664,Sucker Punch ,Jon Hamm,Abbie Cornish,Scott Glenn,4
CS665,Snake Eyes ,Nicolas Cage,Mike Starr,John Heard,1
CS666,Sphere ,Peter Coyote,James Pickens Jr.,Huey Lewis,3
CS667,The Angry Birds Movie ,Peter Dinklage,Josh Gad,Keegan-Michael Key,0
CS668,Fool's Gold ,Matthew McConaughey,Ray Winstone,Alexis Dziena,0
CS669,Funny People ,Adam Sandler,RZA,Maude Apatow,1
CS670,The Kingdom ,Jennifer Garner,Frances Fisher,Tim McGraw,1
CS671,Talladega Nights: The Ballad of Ricky Bobby ,Will Ferrell,Leslie Bibb,Gary Cole,5
CS672,Dr. Dolittle 2 ,Raven-Symoné,Jeffrey Jones,Kevin Pollak,0
CS673,Braveheart ,Mhairi Calvey,Patrick McGoohan,James Robinson,1
CS674,Jarhead ,Jake Gyllenhaal,Brian Geraghty,James Morrison,0
CS675,The Simpsons Movie ,Albert Brooks,Yeardley Smith,Marcia Wallace,0
CS676,The Majestic ,Martin Landau,Hal Holbrook,Jeffrey DeMunn,1
CS677,Driven ,Sylvester Stallone,Estella Warren,Cristián de la Fuente,0
CS678,Two Brothers ,David Gant,Jean-Claude Dreyfus,Oanh Nguyen,0
CS679,The Village ,Bryce Dallas Howard,Judy Greer,William Hurt,0
CS680,Doctor Dolittle ,Oliver Platt,Raven-Symoné,Peter Boyle,0
CS681,Signs ,Rory Culkin,Merritt Wever,Cherry Jones,0
CS682,Shrek 2 ,Rupert Everett,Jennifer Saunders,Conrad Vernon,1
CS683,Cars ,John Ratzenberger,Cheech Marin,George Carlin,0
CS684,Runaway Bride ,Julia Roberts,Christopher Meloni,Hector Elizondo,2
CS685,xXx ,Vin Diesel,Eve,Leila Arcieri,0
CS686,The SpongeBob Movie: Sponge Out of Water ,Tim Conway,Billy West,Eddie Deezen,0
CS687,Ransom ,Lili Taylor,Delroy Lindo,Rene Russo,1
CS688,Inglourious Basterds ,Michael Fassbender,Brad Pitt,Christoph Waltz,1
CS689,Hook ,Robin Williams,Julia Roberts,Bob Hoskins,1
CS690,Hercules ,Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal,0
CS691,Die Hard 2 ,Bruce Willis,John Amos,Franco Nero,0
CS692,S.W.A.T. ,Jeremy Renner,Josh Charles,LL Cool J,1
CS693,Sleepy Hollow             ,Nicole Beharie,Katia Winter,Lyndie Greenwood,0
CS694,Vanilla Sky ,Tom Cruise,Ivana Milicevic,Noah Taylor,1
CS695,Lady in the Water ,Bryce Dallas Howard,Freddy Rodríguez,Bob Balaban,1
CS696,AVP: Alien vs. Predator ,Sanaa Lathan,Colin Salmon,Raoul Bova,0
CS697,Alvin and the Chipmunks: The Squeakquel ,Amy Poehler,Bridgit Mendler,Jesse McCartney,0
CS698,We Were Soldiers ,Jon Hamm,Marc Blucas,Chris Klein,0
CS699,Olympus Has Fallen ,Gerard Butler,Morgan Freeman,Radha Mitchell,3
CS700,Star Trek: Insurrection ,LeVar Burton,Jonathan Frakes,Michael Dorn,0
CS701,Battle Los Angeles ,Noel Fisher,Jim Parrack,Ramon Rodriguez,0
CS702,Big Fish ,Steve Buscemi,Alison Lohman,Albert Finney,0
CS703,Wolf ,David Hyde Pierce,Peter Gerety,Ron Rifkin,1
CS704,War Horse ,Jeremy Irvine,Benedict Cumberbatch,Eddie Marsan,1
